S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death,p_death
9435,2021-02-27,Himachal Pradesh,58543,261.0,57287.0,995.0,0.017072166363542775
9436,2021-03-01,Himachal Pradesh,58645,318.0,57332.0,995.0,0.01705899497659746
9437,2021-03-02,Himachal Pradesh,58777,434.0,57347.0,996.0,0.017071456730027596
9438,2021-03-03,Himachal Pradesh,58800,437.0,57367.0,996.0,0.01706560663434025
9439,2021-03-04,Himachal Pradesh,58877,495.0,57386.0,996.0,0.017060052755986436
9440,2021-03-06,Himachal Pradesh,59014,589.0,57428.0,997.0,0.017064612751390672
9441,2021-03-07,Himachal Pradesh,59059,589.0,57473.0,997.0,0.017051479391140757
9442,2021-03-08,Himachal Pradesh,59118,614.0,57507.0,997.0,0.01704156980719267
9443,2021-03-09,Himachal Pradesh,59197,617.0,57580.0,1000.0,0.01707067258449983
9444,2021-03-10,Himachal Pradesh,59239,621.0,57616.0,1002.0,0.017093725476815994
9445,2021-03-11,Himachal Pradesh,59347,599.0,57745.0,1003.0,0.017072921631374686
9446,2021-03-13,Himachal Pradesh,59527,706.0,57818.0,1003.0,0.017051733224528656
9447,2021-03-14,Himachal Pradesh,59597,745.0,57848.0,1004.0,0.017059743084347177
9448,2021-03-15,Himachal Pradesh,59675,760.0,57909.0,1006.0,0.017075447678859372
9449,2021-03-16,Himachal Pradesh,59750,757.0,57983.0,1010.0,0.017120675334361703
9450,2021-03-17,Himachal Pradesh,59869,820.0,58038.0,1011.0,0.01712137377432302
9451,2021-03-18,Himachal Pradesh,60036,935.0,58090.0,1011.0,0.01710630953790968
9452,2021-03-19,Himachal Pradesh,60207,1043.0,58151.0,1013.0,0.017121898451761205
9453,2021-03-20,Himachal Pradesh,60389,1124.0,58249.0,1016.0,0.01714333923901122
9454,2021-03-21,Himachal Pradesh,60537,1199.0,58321.0,1017.0,0.017139101418989517
9455,2021-03-22,Himachal Pradesh,60678,1256.0,58404.0,1018.0,0.017131702063208912
9456,2021-03-23,Himachal Pradesh,60878,1385.0,58472.0,1021.0,0.017161682887062345
9457,2021-03-24,Himachal Pradesh,61035,1455.0,58555.0,1025.0,0.01720375965088956
9458,2021-03-25,Himachal Pradesh,61301,1654.0,58620.0,1027.0,0.017217965698191024
9459,2021-03-27,Himachal Pradesh,61967,2124.0,58813.0,1030.0,0.01721170395869191
9460,2021-03-28,Himachal Pradesh,62383,2361.0,58989.0,1033.0,0.017210356202725666
9461,2021-03-29,Himachal Pradesh,62660,2478.0,59146.0,1036.0,0.017214449503173707
9462,2021-03-30,Himachal Pradesh,62981,2634.0,59308.0,1039.0,0.017217094470313353
9463,2021-03-31,Himachal Pradesh,63320,2830.0,59445.0,1045.0,0.017275582740948918
9464,2021-04-01,Himachal Pradesh,63605,2973.0,59584.0,1048.0,0.01728460219026257
9465,2021-04-02,Himachal Pradesh,64014,3221.0,59741.0,1052.0,0.01730462388761864
9466,2021-04-03,Himachal Pradesh,64420,3338.0,60026.0,1056.0,0.017288235486722765
9467,2021-04-04,Himachal Pradesh,64838,3441.0,60337.0,1060.0,0.017264687199700313
9468,2021-04-05,Himachal Pradesh,65242,3577.0,60595.0,1070.0,0.017351820319468095
9469,2021-04-06,Himachal Pradesh,65809,3828.0,60905.0,1076.0,0.017360158758329164
9470,2021-04-07,Himachal Pradesh,66237,3740.0,61416.0,1081.0,0.017296830247851898
9471,2021-04-08,Himachal Pradesh,66890,4158.0,61642.0,1090.0,0.017375502136070906
9472,2021-04-09,Himachal Pradesh,67511,4513.0,61902.0,1096.0,0.017397377694529984
9473,2021-04-10,Himachal Pradesh,68173,4659.0,62411.0,1103.0,0.0173662499606386
9474,2021-04-11,Himachal Pradesh,69114,5223.0,62776.0,1115.0,0.017451597251569077
9475,2021-04-12,Himachal Pradesh,69686,5369.0,63202.0,1115.0,0.017336007587418566
9476,2021-04-13,Himachal Pradesh,70775,6069.0,63582.0,1124.0,0.01737087750749544
9477,2021-04-14,Himachal Pradesh,71394,6269.0,63990.0,1135.0,0.01742802303262956
9478,2021-04-15,Himachal Pradesh,72319,6929.0,64242.0,1148.0,0.017556201254014376
9479,2021-04-16,Himachal Pradesh,73353,7362.0,64832.0,1159.0,0.017563001015289965
9480,2021-04-17,Himachal Pradesh,74195,7711.0,65316.0,1168.0,0.01756813669454305
9481,2021-04-18,Himachal Pradesh,75587,8444.0,65963.0,1180.0,0.017574430692700652
9482,2021-04-19,Himachal Pradesh,76375,8696.0,66489.0,1190.0,0.01758300211291538
9483,2021-04-20,Himachal Pradesh,78070,9783.0,67084.0,1203.0,0.017616823114209146
9484,2021-04-21,Himachal Pradesh,79410,10027.0,68164.0,1219.0,0.01756914517965496
9485,2021-04-22,Himachal Pradesh,81102,10793.0,69073.0,1236.0,0.017579541737188696
9486,2021-04-23,Himachal Pradesh,82876,11859.0,69763.0,1254.0,0.017657743920469746
9487,2021-04-24,Himachal Pradesh,84065,12246.0,70539.0,1280.0,0.017822581768055807
9488,2021-04-25,Himachal Pradesh,86138,13411.0,71423.0,1304.0,0.017930067237752142
9489,2021-04-26,Himachal Pradesh,87501,13577.0,72588.0,1336.0,0.018072615118229534
9490,2021-04-27,Himachal Pradesh,89193,14326.0,73504.0,1363.0,0.018205617962520203
9491,2021-04-28,Himachal Pradesh,91350,15151.0,74812.0,1387.0,0.01820233861336763
9492,2021-04-29,Himachal Pradesh,93889,16098.0,76371.0,1420.0,0.01825403967039889
9493,2021-04-30,Himachal Pradesh,96929,17835.0,77634.0,1460.0,0.018459048726831365
