S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death,p_death
21776,2020-08-26,Tamil Nadu,391303,52128.0,332454.0,6721.0,0.01981572934325938
21777,2020-08-27,Tamil Nadu,397261,52362.0,338060.0,6839.0,0.019828993415463656
21778,2020-08-28,Tamil Nadu,403242,52364.0,343930.0,6948.0,0.01980175445596475
21779,2020-08-29,Tamil Nadu,409238,52506.0,349682.0,7050.0,0.01976273505040198
21780,2020-08-30,Tamil Nadu,415590,52726.0,355727.0,7137.0,0.019668525949115924
21781,2020-08-31,Tamil Nadu,422085,52721.0,362133.0,7231.0,0.019576894337293295
21782,2020-09-01,Tamil Nadu,428041,52578.0,368141.0,7322.0,0.019501255782860095
21783,2020-09-02,Tamil Nadu,433969,52379.0,374172.0,7418.0,0.019439712780733247
21784,2020-09-03,Tamil Nadu,439959,52380.0,380063.0,7516.0,0.019392175530666005
21785,2020-09-04,Tamil Nadu,445851,52070.0,386173.0,7608.0,0.019320383665032085
21786,2020-09-05,Tamil Nadu,451827,51633.0,392507.0,7687.0,0.01920818403074509
21787,2020-09-06,Tamil Nadu,457697,51583.0,398366.0,7748.0,0.0190783868568924
21788,2020-09-07,Tamil Nadu,463480,51458.0,404186.0,7836.0,0.01901840192999403
21789,2020-09-08,Tamil Nadu,469256,51215.0,410116.0,7925.0,0.018957470678713333
21790,2020-09-09,Tamil Nadu,474940,50213.0,416715.0,8012.0,0.01886388197595161
21791,2020-09-10,Tamil Nadu,480524,49203.0,423231.0,8090.0,0.01875633229079966
21792,2020-09-11,Tamil Nadu,486052,48482.0,429416.0,8154.0,0.01863473272847773
21793,2020-09-12,Tamil Nadu,491571,47918.0,435422.0,8231.0,0.01855278787701199
21794,2020-09-13,Tamil Nadu,497066,47110.0,441649.0,8307.0,0.018461805154281752
21795,2020-09-14,Tamil Nadu,502759,47012.0,447366.0,8381.0,0.018389588960541704
21796,2020-09-15,Tamil Nadu,508511,46912.0,453165.0,8434.0,0.01827127008507384
21797,2020-09-16,Tamil Nadu,514208,46806.0,458900.0,8502.0,0.018189909328586527
21798,2020-09-17,Tamil Nadu,519860,46633.0,464668.0,8559.0,0.018086457450652647
21799,2020-09-18,Tamil Nadu,525420,46610.0,470192.0,8618.0,0.017998788663561745
21800,2020-09-19,Tamil Nadu,530908,46506.0,475717.0,8685.0,0.017929323165470003
21801,2020-09-20,Tamil Nadu,536477,46453.0,481273.0,8751.0,0.017858308980784613
21802,2020-09-21,Tamil Nadu,541993,46703.0,486479.0,8811.0,0.017789577823093542
21803,2020-09-22,Tamil Nadu,547337,46495.0,491971.0,8871.0,0.017712172701171227
21804,2020-09-23,Tamil Nadu,552674,46350.0,497377.0,8947.0,0.01767050347208507
21805,2020-09-24,Tamil Nadu,557999,46249.0,502740.0,9010.0,0.017606253053248658
21806,2020-09-25,Tamil Nadu,563691,46405.0,508210.0,9076.0,0.017545419748456366
21807,2020-09-26,Tamil Nadu,569370,46386.0,513836.0,9148.0,0.017491930919492756
21808,2020-09-27,Tamil Nadu,575017,46336.0,519448.0,9233.0,0.017464217552739743
21809,2020-09-28,Tamil Nadu,580808,46341.0,525154.0,9313.0,0.017424836332271217
21810,2020-09-29,Tamil Nadu,586397,46306.0,530708.0,9383.0,0.017372998253997938
21811,2020-09-30,Tamil Nadu,591943,46281.0,536209.0,9453.0,0.017323911139130083
21812,2020-10-01,Tamil Nadu,597602,46263.0,541819.0,9520.0,0.01726705348252164
21813,2020-10-02,Tamil Nadu,603290,46369.0,547335.0,9586.0,0.017212495129470786
21814,2020-10-03,Tamil Nadu,608885,46294.0,552938.0,9653.0,0.017158113087482735
21815,2020-10-04,Tamil Nadu,614507,46255.0,558534.0,9718.0,0.017101567614368273
21816,2020-10-05,Tamil Nadu,619996,46120.0,564092.0,9784.0,0.017048979221992208
21817,2020-10-06,Tamil Nadu,625391,45881.0,569664.0,9846.0,0.01699021587202982
21818,2020-10-07,Tamil Nadu,630408,45279.0,575212.0,9917.0,0.016948399412779064
21819,2020-10-08,Tamil Nadu,635855,45135.0,580736.0,9984.0,0.016901408450704224
21820,2020-10-09,Tamil Nadu,640943,44437.0,586454.0,10052.0,0.01685146503136599
21821,2020-10-10,Tamil Nadu,646128,44197.0,591811.0,10120.0,0.01681255825003198
21822,2020-10-11,Tamil Nadu,651370,44150.0,597033.0,10187.0,0.016776456638450645
21823,2020-10-12,Tamil Nadu,656385,44095.0,602038.0,10252.0,0.01674369988077545
21824,2020-10-13,Tamil Nadu,661264,43747.0,607203.0,10314.0,0.01670237418564995
21825,2020-10-14,Tamil Nadu,665930,43239.0,612320.0,10371.0,0.016655130714913174
21826,2020-10-15,Tamil Nadu,670392,42566.0,617403.0,10423.0,0.016601733601348145
21827,2020-10-16,Tamil Nadu,674802,41872.0,622458.0,10472.0,0.01654527356895707
21828,2020-10-17,Tamil Nadu,679191,40959.0,627703.0,10529.0,0.016497135837751788
21829,2020-10-18,Tamil Nadu,683486,40192.0,632708.0,10586.0,0.01645592839354945
21830,2020-10-19,Tamil Nadu,687400,39121.0,637637.0,10642.0,0.016415771604509785
21831,2020-10-20,Tamil Nadu,690936,38093.0,642152.0,10691.0,0.016376065914775834
21832,2020-10-21,Tamil Nadu,694030,36734.0,646555.0,10741.0,0.016341191791825905
21833,2020-10-22,Tamil Nadu,697116,35480.0,650856.0,10780.0,0.016292946574853848
21834,2020-10-23,Tamil Nadu,700193,34198.0,655170.0,10825.0,0.016253875779848197
21835,2020-10-24,Tamil Nadu,703250,32960.0,659432.0,10858.0,0.016198958659684615
21836,2020-10-25,Tamil Nadu,706136,31787.0,663456.0,10893.0,0.016153356792995913
21837,2020-10-26,Tamil Nadu,709005,30606.0,667475.0,10924.0,0.016102618075793156
21838,2020-10-27,Tamil Nadu,711713,29268.0,671489.0,10956.0,0.0160540409849878
21839,2020-10-28,Tamil Nadu,714235,27734.0,675518.0,10983.0,0.015998520031289102
21840,2020-10-29,Tamil Nadu,716751,26356.0,679377.0,11018.0,0.015958980004200495
21841,2020-10-30,Tamil Nadu,719403,24886.0,683464.0,11053.0,0.01591465723661192
21842,2020-10-31,Tamil Nadu,722011,23532.0,687388.0,11091.0,0.015878788052325125
21843,2020-11-01,Tamil Nadu,724522,22164.0,691236.0,11122.0,0.015835229327493955
21844,2020-11-02,Tamil Nadu,727026,20994.0,694880.0,11152.0,0.015795318059238107
21845,2020-11-03,Tamil Nadu,729507,19504.0,698820.0,11183.0,0.015750637673361944
21846,2020-11-04,Tamil Nadu,731942,19201.0,701527.0,11214.0,0.015733625538589754
21847,2020-11-05,Tamil Nadu,734429,19154.0,704031.0,11244.0,0.015719828038167138
21848,2020-11-06,Tamil Nadu,736777,19061.0,706444.0,11272.0,0.015705376499896895
21849,2020-11-07,Tamil Nadu,739147,19002.0,708846.0,11299.0,0.015689895784876656
21850,2020-11-08,Tamil Nadu,741488,18966.0,711198.0,11324.0,0.01567287916492508
21851,2020-11-09,Tamil Nadu,743822,18894.0,713584.0,11344.0,0.015648450604749713
21852,2020-11-10,Tamil Nadu,746079,18825.0,715892.0,11362.0,0.015623152296171627
21853,2020-11-11,Tamil Nadu,748225,18709.0,718129.0,11387.0,0.015608979103953854
21854,2020-11-12,Tamil Nadu,750409,18655.0,720339.0,11415.0,0.015599504751596847
21855,2020-11-13,Tamil Nadu,752521,18395.0,722686.0,11440.0,0.015583156024987535
21856,2020-11-14,Tamil Nadu,754460,17748.0,725258.0,11454.0,0.015547459522852893
21857,2020-11-15,Tamil Nadu,756372,17154.0,727752.0,11466.0,0.01551098593378408
21858,2020-11-16,Tamil Nadu,758191,16441.0,730272.0,11478.0,0.015474216380182001
21859,2020-11-17,Tamil Nadu,759916,15765.0,732656.0,11495.0,0.015447133713453317
21860,2020-11-18,Tamil Nadu,761568,15085.0,734970.0,11513.0,0.015422990208752242
21861,2020-11-19,Tamil Nadu,763282,14470.0,737281.0,11531.0,0.015399058775767482
21862,2020-11-20,Tamil Nadu,764989,13907.0,739532.0,11550.0,0.015377814938981363
21863,2020-11-21,Tamil Nadu,766677,13404.0,741705.0,11568.0,0.015356982129984747
21864,2020-11-22,Tamil Nadu,768340,12916.0,743838.0,11586.0,0.015337082221375016
21865,2020-11-23,Tamil Nadu,769995,12542.0,745848.0,11605.0,0.015321082628229078
21866,2020-11-24,Tamil Nadu,771619,12245.0,747752.0,11622.0,0.0153047115123773
21867,2020-11-25,Tamil Nadu,773176,11875.0,749662.0,11639.0,0.015288302524231545
21868,2020-11-26,Tamil Nadu,774710,11520.0,751535.0,11655.0,0.015271426512401893
21869,2020-11-27,Tamil Nadu,776174,11173.0,753332.0,11669.0,0.015253574831928324
21870,2020-11-28,Tamil Nadu,777616,11109.0,754826.0,11681.0,0.015239260698206279
21871,2020-11-29,Tamil Nadu,779046,11073.0,756279.0,11694.0,0.015227097827658003
21872,2020-11-30,Tamil Nadu,780505,11052.0,757750.0,11703.0,0.015209505973724191
21873,2020-12-01,Tamil Nadu,781915,10997.0,759206.0,11712.0,0.015192277259059977
21874,2020-12-02,Tamil Nadu,783319,10980.0,760617.0,11722.0,0.015177273192212229
21875,2020-12-03,Tamil Nadu,784747,10999.0,762015.0,11733.0,0.015163851796709007
21876,2020-12-04,Tamil Nadu,786163,10988.0,763428.0,11747.0,0.015153997484438998
21877,2020-12-05,Tamil Nadu,787554,10938.0,764854.0,11762.0,0.015145194021240871
21878,2020-12-06,Tamil Nadu,788920,10882.0,766261.0,11777.0,0.015136792804464564
21879,2020-12-07,Tamil Nadu,790240,10688.0,767759.0,11793.0,0.015127919625631132
21880,2020-12-08,Tamil Nadu,791552,10695.0,769048.0,11809.0,0.015123127538076753
21881,2020-12-09,Tamil Nadu,792788,10588.0,770378.0,11822.0,0.015113781641523907
21882,2020-12-10,Tamil Nadu,794020,10491.0,771693.0,11836.0,0.015106013944601922
21883,2020-12-11,Tamil Nadu,795240,10392.0,772995.0,11853.0,0.015102287321876337
21884,2020-12-12,Tamil Nadu,796475,10299.0,774306.0,11870.0,0.015098400358189514
21885,2020-12-13,Tamil Nadu,797693,10208.0,775602.0,11883.0,0.015089811234499704
21886,2020-12-14,Tamil Nadu,798888,10115.0,776878.0,11895.0,0.015080384343784586
21887,2020-12-15,Tamil Nadu,800029,10039.0,778081.0,11909.0,0.015074874365498297
21888,2020-12-17,Tamil Nadu,802342,9880.0,780531.0,11931.0,0.01505561149935265
21889,2020-12-18,Tamil Nadu,803516,9829.0,781745.0,11942.0,0.015046233590823587
21890,2020-12-19,Tamil Nadu,804650,9781.0,782915.0,11954.0,0.015038956104716627
21891,2020-12-20,Tamil Nadu,805777,9692.0,784117.0,11968.0,0.015033570535809618
21892,2020-12-21,Tamil Nadu,806891,9593.0,785315.0,11983.0,0.015029512177379098
21893,2020-12-22,Tamil Nadu,807962,9495.0,786472.0,11995.0,0.015022536936404384
21894,2020-12-23,Tamil Nadu,809014,9391.0,787611.0,12012.0,0.0150220791548017
21895,2020-12-24,Tamil Nadu,810080,9314.0,788742.0,12024.0,0.015015622541416593
21896,2020-12-25,Tamil Nadu,811115,9217.0,789862.0,12036.0,0.01500939022169902
21897,2020-12-26,Tamil Nadu,812142,9129.0,790965.0,12048.0,0.015003493094134217
21898,2020-12-27,Tamil Nadu,813161,9039.0,792063.0,12059.0,0.014996480633535708
21899,2020-12-28,Tamil Nadu,814170,8947.0,793154.0,12069.0,0.014988394519282236
21900,2020-12-29,Tamil Nadu,815175,8867.0,794228.0,12080.0,0.014981867971048285
21901,2020-12-30,Tamil Nadu,816132,8747.0,795293.0,12092.0,0.014976745914278814
21902,2020-12-31,Tamil Nadu,817077,8615.0,796353.0,12109.0,0.014977822086876069
21903,2021-01-03,Tamil Nadu,819845,8272.0,799427.0,12146.0,0.014965998129558277
21904,2021-01-04,Tamil Nadu,820712,8127.0,800429.0,12156.0,0.014959665758043774
21905,2021-01-05,Tamil Nadu,821550,7970.0,801414.0,12166.0,0.014953661594434476
21906,2021-01-06,Tamil Nadu,822370,7808.0,802385.0,12177.0,0.014949138309913795
21907,2021-01-07,Tamil Nadu,823181,7665.0,803328.0,12188.0,0.014945139028541438
21908,2021-01-08,Tamil Nadu,823986,7547.0,804239.0,12200.0,0.014942941236271172
21909,2021-01-09,Tamil Nadu,824776,7432.0,805136.0,12208.0,0.014936183540834704
21910,2021-01-10,Tamil Nadu,825537,7304.0,806018.0,12215.0,0.014928510583171297
21911,2021-01-11,Tamil Nadu,826261,7164.0,806875.0,12222.0,0.014921309686154387
21912,2021-01-12,Tamil Nadu,826943,6971.0,807744.0,12228.0,0.014912704336245627
21913,2021-01-13,Tamil Nadu,827614,6807.0,808571.0,12236.0,0.014907280274169201
21914,2021-01-14,Tamil Nadu,828287,6653.0,809392.0,12242.0,0.014899578157671177
21915,2021-01-15,Tamil Nadu,828952,6488.0,810218.0,12246.0,0.014889405493735896
21916,2021-01-16,Tamil Nadu,829573,6299.0,811023.0,12251.0,0.014880829468682358
21917,2021-01-17,Tamil Nadu,830183,6128.0,811798.0,12257.0,0.014874007196121619
21918,2021-01-18,Tamil Nadu,830772,5940.0,812568.0,12264.0,0.014868482309124768
21919,2021-01-19,Tamil Nadu,831323,5725.0,813326.0,12272.0,0.01486437709393676
21920,2021-01-20,Tamil Nadu,831866,5487.0,814098.0,12281.0,0.014861219851908143
21921,2021-01-21,Tamil Nadu,832415,5314.0,814811.0,12290.0,0.014859128449850744
21922,2021-01-22,Tamil Nadu,833011,5196.0,815516.0,12299.0,0.014857184274264178
21923,2021-01-23,Tamil Nadu,833585,5073.0,816205.0,12307.0,0.014854341276891584
21924,2021-01-24,Tamil Nadu,834171,4984.0,816878.0,12309.0,0.014844661095748004
21925,2021-01-25,Tamil Nadu,834740,4904.0,817520.0,12316.0,0.01484148675159911
21926,2021-01-27,Tamil Nadu,835803,4736.0,818742.0,12325.0,0.014830332572464073
21927,2021-01-28,Tamil Nadu,836315,4676.0,819306.0,12333.0,0.014829751851464398
21928,2021-01-29,Tamil Nadu,836818,4629.0,819850.0,12339.0,0.014827160657014211
21929,2021-01-30,Tamil Nadu,837327,4601.0,820381.0,12345.0,0.014824804317386512
21930,2021-01-31,Tamil Nadu,837832,4575.0,820907.0,12350.0,0.01482135763635949
21931,2021-02-01,Tamil Nadu,838340,4554.0,821430.0,12356.0,0.014819150237590941
21932,2021-02-02,Tamil Nadu,838842,4532.0,821947.0,12363.0,0.0148182330308878
21933,2021-02-03,Tamil Nadu,839352,4517.0,822468.0,12367.0,0.014813705702324412
21934,2021-02-04,Tamil Nadu,839866,4494.0,823001.0,12371.0,0.014808971332532093
21935,2021-02-05,Tamil Nadu,840360,4467.0,823518.0,12375.0,0.014804526416658591
21936,2021-02-06,Tamil Nadu,840849,4446.0,824024.0,12379.0,0.014800281682394731
21937,2021-02-07,Tamil Nadu,841326,4417.0,824527.0,12382.0,0.014794917965991524
21938,2021-02-08,Tamil Nadu,841797,4389.0,825025.0,12383.0,0.014787296037296038
21939,2021-02-09,Tamil Nadu,842261,4354.0,825520.0,12387.0,0.014783263536406785
21940,2021-02-10,Tamil Nadu,842730,4328.0,826011.0,12391.0,0.014779306347074554
21941,2021-02-11,Tamil Nadu,843209,4309.0,826504.0,12396.0,0.014776493026582429
21942,2021-02-12,Tamil Nadu,843690,4294.0,826994.0,12402.0,0.014774909577839303
21943,2021-02-13,Tamil Nadu,844173,4285.0,827480.0,12408.0,0.014773398357876288
21944,2021-02-14,Tamil Nadu,844650,4275.0,827962.0,12413.0,0.014770786851108136
21945,2021-02-15,Tamil Nadu,845120,4260.0,828441.0,12419.0,0.014769402754322956
21946,2021-02-16,Tamil Nadu,845575,4232.0,828918.0,12425.0,0.014768055359110376
21947,2021-02-17,Tamil Nadu,846026,4206.0,829388.0,12432.0,0.014768002660901381
21948,2021-02-18,Tamil Nadu,846480,4192.0,829850.0,12438.0,0.014766920578234524
21949,2021-02-19,Tamil Nadu,846937,4173.0,830320.0,12444.0,0.014765699531541452
21950,2021-02-20,Tamil Nadu,847385,4147.0,830787.0,12451.0,0.01476570078672925
21951,2021-02-21,Tamil Nadu,847823,4120.0,831246.0,12457.0,0.01476467429889428
21952,2021-02-22,Tamil Nadu,848275,4109.0,831706.0,12460.0,0.014760130116588444
21953,2021-02-23,Tamil Nadu,848724,4091.0,832167.0,12466.0,0.014759072875438208
21954,2021-02-24,Tamil Nadu,849166,4074.0,832620.0,12472.0,0.014758156508403819
21955,2021-02-25,Tamil Nadu,849629,4062.0,833089.0,12478.0,0.014756961896573542
21956,2021-02-26,Tamil Nadu,850096,4053.0,833560.0,12483.0,0.014754569212203162
21957,2021-02-27,Tamil Nadu,850577,4046.0,834043.0,12488.0,0.014751970099145808
21958,2021-03-01,Tamil Nadu,851542,4022.0,835024.0,12496.0,0.014744194827260713
21959,2021-03-02,Tamil Nadu,852016,4009.0,835506.0,12501.0,0.014741623595088248
21960,2021-03-03,Tamil Nadu,852478,3997.0,835979.0,12502.0,0.014734566831785272
21961,2021-03-04,Tamil Nadu,852967,3990.0,836473.0,12504.0,0.014728314194613045
21962,2021-03-06,Tamil Nadu,853992,3954.0,837525.0,12513.0,0.014720518376825507
21963,2021-03-07,Tamil Nadu,854554,3952.0,838085.0,12517.0,0.014715460344555974
21964,2021-03-08,Tamil Nadu,855121,3997.0,838606.0,12518.0,0.014707610171960843
21965,2021-03-09,Tamil Nadu,855677,4018.0,839138.0,12521.0,0.014701893598259397
21966,2021-03-10,Tamil Nadu,856246,4073.0,839648.0,12525.0,0.014697719829189613
21967,2021-03-11,Tamil Nadu,856917,4207.0,840180.0,12530.0,0.014694327497038853
21968,2021-03-13,Tamil Nadu,858272,4483.0,841250.0,12539.0,0.01468629837114322
21969,2021-03-14,Tamil Nadu,858967,4662.0,841762.0,12543.0,0.014682110019255418
21970,2021-03-15,Tamil Nadu,859726,4870.0,842309.0,12547.0,0.014677325771825898
21971,2021-03-16,Tamil Nadu,860562,5149.0,842862.0,12551.0,0.01467244477229128
21972,2021-03-17,Tamil Nadu,861429,5450.0,843423.0,12556.0,0.014668584159190822
21973,2021-03-18,Tamil Nadu,862374,5811.0,843999.0,12564.0,0.014667922849807896
21974,2021-03-19,Tamil Nadu,863363,6222.0,844568.0,12573.0,0.01466853178181886
21975,2021-03-20,Tamil Nadu,864450,6690.0,845178.0,12582.0,0.014668438724118634
21976,2021-03-21,Tamil Nadu,865693,7291.0,845812.0,12590.0,0.014666787822022782
21977,2021-03-22,Tamil Nadu,866982,7903.0,846480.0,12599.0,0.014665705947881394
21978,2021-03-23,Tamil Nadu,868367,8619.0,847139.0,12609.0,0.01466592536417648
21979,2021-03-24,Tamil Nadu,869804,9145.0,848041.0,12618.0,0.014660858714078398
21980,2021-03-25,Tamil Nadu,871440,9746.0,849064.0,12630.0,0.014657175284961948
21981,2021-03-27,Tamil Nadu,875190,11318.0,851222.0,12650.0,0.014643373092309972
21982,2021-03-28,Tamil Nadu,877279,12157.0,852463.0,12659.0,0.014632618289674751
21983,2021-03-29,Tamil Nadu,879473,13070.0,853733.0,12670.0,0.014623679742567836
21984,2021-03-30,Tamil Nadu,881752,13983.0,855085.0,12684.0,0.01461679317882985
21985,2021-03-31,Tamil Nadu,884094,14846.0,856548.0,12700.0,0.01461032984832867
21986,2021-04-01,Tamil Nadu,886673,15879.0,858075.0,12719.0,0.014606209964698883
21987,2021-04-02,Tamil Nadu,889490,17043.0,859709.0,12738.0,0.014600313829951849
21988,2021-04-03,Tamil Nadu,892780,18606.0,861424.0,12750.0,0.014585196997394112
21989,2021-04-04,Tamil Nadu,896226,20204.0,863258.0,12764.0,0.014570410332160609
21990,2021-04-05,Tamil Nadu,899807,21958.0,865071.0,12778.0,0.014556034124319786
21991,2021-04-06,Tamil Nadu,903479,23777.0,866913.0,12789.0,0.014537877599459816
21992,2021-04-07,Tamil Nadu,907124,25598.0,868722.0,12804.0,0.014524812654419721
21993,2021-04-08,Tamil Nadu,911110,27743.0,870546.0,12821.0,0.014513786455686028
21994,2021-04-09,Tamil Nadu,915386,30131.0,872415.0,12840.0,0.014504295372519783
21995,2021-04-10,Tamil Nadu,920827,33659.0,874305.0,12863.0,0.0144989449574376
21996,2021-04-11,Tamil Nadu,926816,37673.0,876257.0,12886.0,0.01449260692599503
21997,2021-04-12,Tamil Nadu,933434,41955.0,878571.0,12908.0,0.014479309103186951
21998,2021-04-13,Tamil Nadu,940145,46308.0,880910.0,12927.0,0.014462368418402908
21999,2021-04-14,Tamil Nadu,947129,49985.0,884199.0,12945.0,0.014429121746341724
22000,2021-04-15,Tamil Nadu,954948,54315.0,887663.0,12970.0,0.014400982420142278
22001,2021-04-16,Tamil Nadu,962935,58097.0,891839.0,12999.0,0.014366107524219806
22002,2021-04-17,Tamil Nadu,971384,61593.0,896759.0,13032.0,0.01432416895748584
22003,2021-04-18,Tamil Nadu,980728,65635.0,902022.0,13071.0,0.014283794106172816
22004,2021-04-19,Tamil Nadu,991451,70391.0,907947.0,13113.0,0.014236857533711159
22005,2021-04-20,Tamil Nadu,1002392,75116.0,914119.0,13157.0,0.014188871490257486
22006,2021-04-21,Tamil Nadu,1013378,79804.0,920369.0,13205.0,0.014144567008078632
22007,2021-04-22,Tamil Nadu,1025059,84361.0,927440.0,13258.0,0.014093789930455895
22008,2021-04-23,Tamil Nadu,1037711,89428.0,934966.0,13317.0,0.014043276110612549
22009,2021-04-24,Tamil Nadu,1051487,95048.0,943044.0,13395.0,0.014005075075357655
22010,2021-04-25,Tamil Nadu,1066329,100668.0,952186.0,13475.0,0.013954172323413703
22011,2021-04-26,Tamil Nadu,1081988,105180.0,963251.0,13557.0,0.01387887896086027
22012,2021-04-27,Tamil Nadu,1097672,107145.0,976876.0,13651.0,0.013781552648236746
22013,2021-04-28,Tamil Nadu,1113502,108855.0,990919.0,13728.0,0.013664501063557648
22014,2021-04-29,Tamil Nadu,1130167,110308.0,1006033.0,13826.0,0.013556775985699984
22015,2021-04-30,Tamil Nadu,1148064,112556.0,1021575.0,13933.0,0.01345523163510084
22016,2021-05-01,Tamil Nadu,1166756,115128.0,1037582.0,14046.0,0.013356434024198671
22017,2021-05-02,Tamil Nadu,1186344,117405.0,1054746.0,14193.0,0.013277651952075843
22018,2021-05-03,Tamil Nadu,1207112,120444.0,1072322.0,14346.0,0.013201824292240132
22019,2021-05-04,Tamil Nadu,1228064,123258.0,1090338.0,14468.0,0.013095511791210403
22020,2021-05-05,Tamil Nadu,1249292,125230.0,1109450.0,14612.0,0.012999282957701622
22021,2021-05-06,Tamil Nadu,1272602,128311.0,1129512.0,14779.0,0.012915420989940496
22022,2021-05-07,Tamil Nadu,1297500,131468.0,1151058.0,14974.0,0.012841843105506538
22023,2021-05-08,Tamil Nadu,1323965,135355.0,1173439.0,15171.0,0.012763648295067348
22024,2021-05-09,Tamil Nadu,1351362,139401.0,1196549.0,15412.0,0.0127165808140691
22025,2021-05-10,Tamil Nadu,1380259,144547.0,1220064.0,15648.0,0.012663144810441267
22026,2021-05-11,Tamil Nadu,1409237,152389.0,1240968.0,15880.0,0.012634781612414547
22027,2021-05-12,Tamil Nadu,1438509,162181.0,1260150.0,16178.0,0.012675425125829724
22028,2021-05-13,Tamil Nadu,1468864,172735.0,1279658.0,16471.0,0.012707840037527129
22029,2021-05-14,Tamil Nadu,1468864,172735.0,1279658.0,16471.0,0.012707840037527129
22030,2021-05-15,Tamil Nadu,1499485,183772.0,1298945.0,16768.0,0.012744420705731417
22031,2021-05-16,Tamil Nadu,1565035,207789.0,1339887.0,17359.0,0.012789870075137447
22032,2021-05-17,Tamil Nadu,1598216,219342.0,1361204.0,17670.0,0.012814803963233768
22033,2021-05-18,Tamil Nadu,1631291,231596.0,1381690.0,18005.0,0.01286351669470849
22034,2021-05-19,Tamil Nadu,1664350,242929.0,1403052.0,18369.0,0.012922983408856349
22035,2021-05-20,Tamil Nadu,1699225,253576.0,1426915.0,18734.0,0.012958885593944312
22036,2021-05-21,Tamil Nadu,1734804,263390.0,1452283.0,19131.0,0.013001779240920639
22037,2021-05-22,Tamil Nadu,1770988,274629.0,1476761.0,19598.0,0.013097124420008835
22038,2021-05-23,Tamil Nadu,1806861,284278.0,1502537.0,20046.0,0.013165784722409223
22039,2021-05-24,Tamil Nadu,1842344,294143.0,1527733.0,20468.0,0.01322050560618421
22040,2021-05-25,Tamil Nadu,1877211,301580.0,1554759.0,20872.0,0.013246756378872971
22041,2021-05-26,Tamil Nadu,1911496,306652.0,1583504.0,21340.0,0.013297242598034451
22042,2021-05-27,Tamil Nadu,1945260,310224.0,1613221.0,21815.0,0.013342213871743497
22043,2021-05-28,Tamil Nadu,1978621,313048.0,1643284.0,22289.0,0.01338218138742643
22044,2021-05-30,Tamil Nadu,2039716,310157.0,1706298.0,23261.0,0.013449093092516648
22045,2021-05-31,Tamil Nadu,2068580,305546.0,1739280.0,23754.0,0.01347336466568427
22046,2021-06-01,Tamil Nadu,2096516,301781.0,1770503.0,24232.0,0.013501714737830376
22047,2021-06-02,Tamil Nadu,2123029,296131.0,1802176.0,24722.0,0.013532227852896001
22048,2021-06-03,Tamil Nadu,2148346,288702.0,1834439.0,25205.0,0.013553669411994984
22049,2021-06-04,Tamil Nadu,2172751,280426.0,1866660.0,25665.0,0.013562680829138758
22050,2021-06-05,Tamil Nadu,2195402,268968.0,1900306.0,26128.0,0.013562883545452376
22051,2021-06-06,Tamil Nadu,2216812,257463.0,1932778.0,26571.0,0.013561136887813248
22052,2021-06-07,Tamil Nadu,2237233,244289.0,1965939.0,27005.0,0.013550305477725415
22053,2021-06-08,Tamil Nadu,2256681,232026.0,1997299.0,27356.0,0.013511437751123031
22054,2021-06-09,Tamil Nadu,2274704,218595.0,2028344.0,27765.0,0.013503661527671927
22055,2021-06-10,Tamil Nadu,2292025,204258.0,2059597.0,28170.0,0.013492884981896927
22056,2021-06-11,Tamil Nadu,2308838,188664.0,2091646.0,28528.0,0.013455499407124132
22057,2021-06-12,Tamil Nadu,2324597,174802.0,2120889.0,28906.0,0.013445933216888122
22058,2021-06-13,Tamil Nadu,2339705,162073.0,2148352.0,29280.0,0.013445798004437848
22059,2021-06-14,Tamil Nadu,2353721,149927.0,2174247.0,29547.0,0.013407332990288566
22060,2021-06-15,Tamil Nadu,2366493,136884.0,2199808.0,29801.0,0.013366020678962096
22061,2021-06-16,Tamil Nadu,2378298,125215.0,2223015.0,30068.0,0.013345269570628334
22062,2021-06-17,Tamil Nadu,2388746,114335.0,2244073.0,30338.0,0.013338838055215175
22063,2021-06-18,Tamil Nadu,2397864,100523.0,2266793.0,30548.0,0.013297111747885925
22064,2021-06-19,Tamil Nadu,2406497,89009.0,2286653.0,30835.0,0.013305354763433511
22065,2021-06-20,Tamil Nadu,2414680,78780.0,2304885.0,31015.0,0.013277537565820455
22066,2021-06-21,Tamil Nadu,2422497,69372.0,2321928.0,31197.0,0.013257689243027889
22067,2021-06-22,Tamil Nadu,2429924,61329.0,2337209.0,31386.0,0.013250893462157945
22068,2021-06-23,Tamil Nadu,2436819,56886.0,2348353.0,31580.0,0.013269281110014441
22069,2021-06-25,Tamil Nadu,2449577,49845.0,2367831.0,31901.0,0.013293567781735627
22070,2021-06-26,Tamil Nadu,2455332,47318.0,2375963.0,32051.0,0.013310138562317329
22071,2021-06-27,Tamil Nadu,2460747,44924.0,2383624.0,32199.0,0.013328377120343668
22072,2021-06-28,Tamil Nadu,2465874,42801.0,2390783.0,32290.0,0.013326053321546648
22073,2021-06-29,Tamil Nadu,2470678,40954.0,2397336.0,32388.0,0.013329909076092593
22074,2021-06-30,Tamil Nadu,2475190,39335.0,2403349.0,32506.0,0.013344800901531496
22075,2021-07-01,Tamil Nadu,2479696,38191.0,2408886.0,32619.0,0.013360202006549238
